File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF192DTE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR430JGJ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/THRB-human/	NA	NA	NA	THRB-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF155JYJ, ENCFF355MCH, ENCFF578AZP	273458	ENCODE Processing Pipeline	d2e1badd5fae45029c1d1cbc40017919		https://www.encodeproject.org/files/ENCFF192DTE/@@download/ENCFF192DTE.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/70a245db-0d05-48b8-ac98-97a77669cec6/ENCFF192DTE.bed.gz	NA	NA	NA	NA
ENCFF998RMR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR745VSQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/GMEB2-human/	NA	NA	NA	GMEB2-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF088MUW, ENCFF407CCL, ENCFF518UKW	96601	ENCODE Processing Pipeline	aabe6d21ada4d3c4e103de8cf5354049		https://www.encodeproject.org/files/ENCFF998RMR/@@download/ENCFF998RMR.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/64e2504b-3d90-4df0-9514-a1145ccac78f/ENCFF998RMR.bed.gz	NA	NA	NA	NA
ENCFF085GOJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	JUND-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF185JWL, ENCFF716IBZ, ENCFF951EMI	714125	ENCODE Processing Pipeline	88fcc0c2c3af76c5a6ecc6e6f7cc3b2c		https://www.encodeproject.org/files/ENCFF085GOJ/@@download/ENCFF085GOJ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/09/08691f49-22e6-4cd4-9b78-8833ca36b49d/ENCFF085GOJ.bed.gz	NA	NA	NA	NA
ENCFF747CHL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BMZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ELF1-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF058SVD, ENCFF648CTU, ENCFF875YOA	363757	ENCODE Processing Pipeline	6cf30a6eafb808ec9250617a5b968d49		https://www.encodeproject.org/files/ENCFF747CHL/@@download/ENCFF747CHL.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/49dc6369-30f1-4d74-b238-417bfb66a67e/ENCFF747CHL.bed.gz	NA	NA	NA	NA
ENCFF786HHN	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BGL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SIN3A-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF569NZY, ENCFF906RFI, ENCFF948QTU	400997	ENCODE Processing Pipeline	7db723d04c4e48121eda5729cde709e7		https://www.encodeproject.org/files/ENCFF786HHN/@@download/ENCFF786HHN.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/24224566-ec6b-4b4e-85f6-fe7c2200e428/ENCFF786HHN.bed.gz	NA	NA	NA	NA
ENCFF302MOY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR415AEB	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF48-human/	NA	NA	NA	ZNF48-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF145EMT, ENCFF231MSV, ENCFF563UAT	611576	ENCODE Processing Pipeline	2cc233af6f8ca994e946fc2ba8e4f335		https://www.encodeproject.org/files/ENCFF302MOY/@@download/ENCFF302MOY.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/abf183ef-6968-4668-8021-2186c19f2632/ENCFF302MOY.bed.gz	NA	NA	NA	NA
ENCFF493FED	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000ARI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	EZH2-human	DNA	NA	NA			False	2012-03-06	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF199MPQ, ENCFF670QJS, ENCFF677XOS	108726	ENCODE Processing Pipeline	9910bb382e3170e3889630548487d0bb		https://www.encodeproject.org/files/ENCFF493FED/@@download/ENCFF493FED.bed.gz	hg19	NA			released	s3://encode-public/2017/02/14/2c024e58-b6cf-4513-a2dc-a51f32822c12/ENCFF493FED.bed.gz	NA	NA	NA	NA
ENCFF854KPC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BOT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	REST-human	DNA	NA	NA			False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF172OLJ, ENCFF543QRY, ENCFF658GRO	286172	ENCODE Processing Pipeline	d364c2fca920aaecc8c604ba03c2b902		https://www.encodeproject.org/files/ENCFF854KPC/@@download/ENCFF854KPC.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/f2f044ef-1194-419f-923f-4f0df76cd378/ENCFF854KPC.bed.gz	NA	NA	NA	NA
ENCFF613LYW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR115BLD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	KDM1A-human	DNA	NA	NA			False	2017-08-12	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF566XPO, ENCFF758VXC, ENCFF949QLM	878411	ENCODE Processing Pipeline	2518fc77293383b885ca5e85d886d5d4		https://www.encodeproject.org/files/ENCFF613LYW/@@download/ENCFF613LYW.bed.gz	hg19	NA			released	s3://encode-public/2017/02/08/bbbd7ac7-c5ba-4da3-bac1-5034855c5265/ENCFF613LYW.bed.gz	NA	NA	NA	NA
ENCFF453CYS	bed narrowPeak	optimal IDR thresholded peaks	ENCSR261EDU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	MNT-human	DNA	NA	NA			False	2016-07-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF233WRK, ENCFF471EDO, ENCFF777ZCS	662021	ENCODE Processing Pipeline	65e3de7b1b6c017563759ecdd75a19e1		https://www.encodeproject.org/files/ENCFF453CYS/@@download/ENCFF453CYS.bed.gz	hg19	NA			released	s3://encode-public/2017/03/06/2972b306-8f32-4cb2-b8f1-a55cd21c380c/ENCFF453CYS.bed.gz	NA	NA	NA	NA
ENCFF712NYW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR103SZL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TFAP4-human	DNA	NA	NA			False	2016-03-11	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF017KJV, ENCFF030MOS, ENCFF828EGG	502010	ENCODE Processing Pipeline	3b7c8a8fa1d88fb49d4d31be7971c323		https://www.encodeproject.org/files/ENCFF712NYW/@@download/ENCFF712NYW.bed.gz	hg19	NA			released	s3://encode-public/2018/02/26/e7e98ad3-ef7c-4084-9060-1dbce1fa09cd/ENCFF712NYW.bed.gz	NA	NA	NA	NA
ENCFF212ODH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR770AOR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ELF3-human/	NA	NA	NA	ELF3-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF581RLZ, ENCFF720LKC, ENCFF956OEM	693314	ENCODE Processing Pipeline	2a3c889463e0d10b4b47321707803be6		https://www.encodeproject.org/files/ENCFF212ODH/@@download/ENCFF212ODH.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/5b092439-b06b-4aca-9d5f-3cc24114aae5/ENCFF212ODH.bed.gz	NA	NA	NA	NA
ENCFF728XWA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR009KLQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF16-human/	NA	NA	NA	KLF16-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF116HZO, ENCFF385SHA, ENCFF468KVX	556052	ENCODE Processing Pipeline	e7b908d6d246e0e6186529c6a48c9528		https://www.encodeproject.org/files/ENCFF728XWA/@@download/ENCFF728XWA.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/48a7b95f-55ba-40b3-bb35-0e934bcb0f75/ENCFF728XWA.bed.gz	NA	NA	NA	NA
ENCFF311LEU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR518WPL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NR2F6-human	DNA	NA	NA			False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF289JSG, ENCFF524UVY, ENCFF649MCA	533877	ENCODE Processing Pipeline	ecc965b347f5de0a0f97d0a66178b5ab		https://www.encodeproject.org/files/ENCFF311LEU/@@download/ENCFF311LEU.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/f1161774-2ed0-45b8-8645-6026af9bc838/ENCFF311LEU.bed.gz	NA	NA	NA	NA
ENCFF683KBO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR066EBK	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FOXA2-human	DNA	NA	NA			False	2016-07-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF144UTI, ENCFF516CRP, ENCFF532LNM	1245223	ENCODE Processing Pipeline	cc14e80a87319acc940932944771f108		https://www.encodeproject.org/files/ENCFF683KBO/@@download/ENCFF683KBO.bed.gz	hg19	NA			released	s3://encode-public/2017/03/06/1d88c9e4-d790-48e5-a687-b999a3fe2413/ENCFF683KBO.bed.gz	NA	NA	NA	NA
ENCFF880BTU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR872ZHM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	KDM5A-human	DNA	NA	NA			False	2018-03-05	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF077UDW, ENCFF480OLQ, ENCFF661ZVZ	286764	ENCODE Processing Pipeline	4afe059a7155dc6fadc302a1f266a711		https://www.encodeproject.org/files/ENCFF880BTU/@@download/ENCFF880BTU.bed.gz	hg19	NA			released	s3://encode-public/2017/03/08/38855500-6987-4084-9e5d-ddf38483505e/ENCFF880BTU.bed.gz	NA	NA	NA	NA
ENCFF115RUG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR502GAX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF652-human/	NA	NA	NA	ZNF652-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF051JVE, ENCFF417ESW, ENCFF629UUW	283632	ENCODE Processing Pipeline	d71abae861554aaccf6aa1d80a2a6ec4		https://www.encodeproject.org/files/ENCFF115RUG/@@download/ENCFF115RUG.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/ca4e7b3f-0e37-46dd-8fdf-2a8762668a17/ENCFF115RUG.bed.gz	NA	NA	NA	NA
ENCFF384XDG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR362CPB	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HDAC1-human	DNA	NA	NA			False	2017-07-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF143UBP, ENCFF768XZW, ENCFF885ZDD	392563	ENCODE Processing Pipeline	8f5eb0c069de07fba74999ecefd5725f		https://www.encodeproject.org/files/ENCFF384XDG/@@download/ENCFF384XDG.bed.gz	hg19	NA			released	s3://encode-public/2017/03/08/43a1995e-9400-46b4-91a2-210702e75cea/ENCFF384XDG.bed.gz	NA	NA	NA	NA
ENCFF567BMG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EED	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	CHD2-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF228GBX, ENCFF611GBW, ENCFF624UAC	132344	ENCODE Processing Pipeline	3a5a75bbc4d3f8638891b2d041c1a944		https://www.encodeproject.org/files/ENCFF567BMG/@@download/ENCFF567BMG.bed.gz	hg19	NA			released	s3://encode-public/2017/07/19/116325f6-d64e-4d3c-8f77-d8ec34e63d6b/ENCFF567BMG.bed.gz	NA	NA	NA	NA
ENCFF259XQC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR854JES	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	POLR2G-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF181QCC, ENCFF316BHA, ENCFF559FAT	800885	ENCODE Processing Pipeline	11427dcba68621b570fb442d68314a13		https://www.encodeproject.org/files/ENCFF259XQC/@@download/ENCFF259XQC.bed.gz	hg19	NA			released	s3://encode-public/2018/01/18/85eb815a-6ffc-4dc5-a18a-a29e0666775e/ENCFF259XQC.bed.gz	NA	NA	NA	NA
ENCFF974OIC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR407BEZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ZHX2-human	DNA	NA	NA			False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF236YIV, ENCFF392FYA, ENCFF640NJO	181311	ENCODE Processing Pipeline	79e70a2005e90b9615aa7013c7effab6		https://www.encodeproject.org/files/ENCFF974OIC/@@download/ENCFF974OIC.bed.gz	hg19	NA			released	s3://encode-public/2017/03/06/7cb56e11-9e29-4054-b1bb-7a0058cde498/ENCFF974OIC.bed.gz	NA	NA	NA	NA
ENCFF450SOG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR269TNX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/GABPA-human/	NA	NA	NA	GABPA-human	DNA	NA	NA			False	2016-10-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF060UON, ENCFF254ROB, ENCFF981TNW	454562	ENCODE Processing Pipeline	97db8e93f9a5aa34a7c3dc136cde0431		https://www.encodeproject.org/files/ENCFF450SOG/@@download/ENCFF450SOG.bed.gz	hg19	NA			released	s3://encode-public/2016/10/29/944447cd-11b4-44a2-9a6f-376e6c63bef2/ENCFF450SOG.bed.gz	NA	NA	NA	NA
ENCFF460OWI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR945NSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	PCBP2-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-16	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF155AMR, ENCFF174MCF, ENCFF574KTG	73393	ENCODE Processing Pipeline	d6389652c6e67c173138bb1b4e326b7b		https://www.encodeproject.org/files/ENCFF460OWI/@@download/ENCFF460OWI.bed.gz	hg19	NA			released	s3://encode-public/2018/01/10/c58399ba-e9f4-472e-b095-f425186d9d14/ENCFF460OWI.bed.gz	NA	NA	NA	NA
ENCFF845GIK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR031URL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	XRCC5-human	DNA	NA	NA	SDS	formaldehyde	False	2017-12-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF163RUV, ENCFF199TUN, ENCFF631VBZ	540160	ENCODE Processing Pipeline	155ec78cf5c9064229429d9026619f5e		https://www.encodeproject.org/files/ENCFF845GIK/@@download/ENCFF845GIK.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/4fd7c66f-c937-470c-bb47-c0e704f143ca/ENCFF845GIK.bed.gz	NA	NA	NA	NA
ENCFF984AJU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR092OVN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/FOXA3-human/	NA	NA	NA	FOXA3-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF163JZZ, ENCFF757ICS, ENCFF989VOY	803057	ENCODE Processing Pipeline	e84ff9f66485897cda55c57e1b252254		https://www.encodeproject.org/files/ENCFF984AJU/@@download/ENCFF984AJU.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/2db362a0-482b-41d5-9e6e-151953ff3369/ENCFF984AJU.bed.gz	NA	NA	NA	NA
ENCFF153JOG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB26-human/	NA	NA	NA	ZBTB26-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF172GVZ, ENCFF597YVV, ENCFF846BZD	287121	ENCODE Processing Pipeline	93976caa348205fd394f5dd714f466a9		https://www.encodeproject.org/files/ENCFF153JOG/@@download/ENCFF153JOG.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/836eada6-07e3-40c3-b834-06111e267860/ENCFF153JOG.bed.gz	NA	NA	NA	NA
ENCFF622VSV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR151NQL	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	AGO2-human	DNA	NA	NA	SDS	formaldehyde	False	2017-12-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF101OYM, ENCFF385YDL, ENCFF762PXH	811866	ENCODE Processing Pipeline	626d88fc07d901e090d226bfed42f811		https://www.encodeproject.org/files/ENCFF622VSV/@@download/ENCFF622VSV.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/2dfd6ffc-57b9-491d-8476-3b9e368ba784/ENCFF622VSV.bed.gz	NA	NA	NA	NA
ENCFF693JHE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR903ELW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	CREM-human	DNA	NA	NA			False	2016-08-24	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF029FHZ, ENCFF467KJE, ENCFF997CFJ	519466	ENCODE Processing Pipeline	d6588d01138beb53cf9323ee986d3fd8		https://www.encodeproject.org/files/ENCFF693JHE/@@download/ENCFF693JHE.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/db084882-b876-4329-97c7-467be217453e/ENCFF693JHE.bed.gz	NA	NA	NA	NA
ENCFF579BTD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR712FAM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZSCAN9-human/	NA	NA	NA	ZSCAN9-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF692WFO, ENCFF779UKZ, ENCFF781JSG	360183	ENCODE Processing Pipeline	383e8f5d0bd9c00bb0a83e6b936915fc		https://www.encodeproject.org/files/ENCFF579BTD/@@download/ENCFF579BTD.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/02165032-ce92-4225-ad44-15f0dbdab06d/ENCFF579BTD.bed.gz	NA	NA	NA	NA
ENCFF099BZU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR519QAA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HNRNPK-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-16	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF003ARN, ENCFF251ZGT, ENCFF792GAN	431126	ENCODE Processing Pipeline	20dfbbc9ee14fb41759694702fecf341		https://www.encodeproject.org/files/ENCFF099BZU/@@download/ENCFF099BZU.bed.gz	hg19	NA			released	s3://encode-public/2018/01/10/6e1291c0-be12-47a4-942d-1855ea1d602c/ENCFF099BZU.bed.gz	NA	NA	NA	NA
ENCFF003GNY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR853ADA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NRF1-human	DNA	NA	NA			False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF436LYU, ENCFF518DDL, ENCFF533OLJ	280925	ENCODE Processing Pipeline	c43e409d329170937ef998c5d5e77be0		https://www.encodeproject.org/files/ENCFF003GNY/@@download/ENCFF003GNY.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/9f9944cc-b34f-412d-b92f-ec12bf83b2da/ENCFF003GNY.bed.gz	NA	NA	NA	NA
ENCFF154KGC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZKSCAN8-human/	NA	NA	NA	ZKSCAN8-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF549MUS, ENCFF670LCP, ENCFF919RFN	321131	ENCODE Processing Pipeline	c12f1b9a113f20880a148e30258398f3		https://www.encodeproject.org/files/ENCFF154KGC/@@download/ENCFF154KGC.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/90e8d5fd-7397-48db-974f-668c60bc1c32/ENCFF154KGC.bed.gz	NA	NA	NA	NA
ENCFF344NKG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR715UCI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SOX13-human/	NA	NA	NA	SOX13-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF392AII, ENCFF776IIB, ENCFF946XJQ	829228	ENCODE Processing Pipeline	6dac7bd2500b79edb53b0779b00f02ff		https://www.encodeproject.org/files/ENCFF344NKG/@@download/ENCFF344NKG.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/9f4e7a34-446b-43ba-8a24-e94368b56e19/ENCFF344NKG.bed.gz	NA	NA	NA	NA
ENCFF479TZM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR696MBC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SRSF4-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-19	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF214BMQ, ENCFF553DKF, ENCFF657EZC	48044	ENCODE Processing Pipeline	a494e610082b66d08df0c8b2de1c97df		https://www.encodeproject.org/files/ENCFF479TZM/@@download/ENCFF479TZM.bed.gz	hg19	NA			released	s3://encode-public/2018/01/10/6bc8898c-3c58-4214-adcc-98f638bc914c/ENCFF479TZM.bed.gz	NA	NA	NA	NA
ENCFF264LQE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BQA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ZBTB7A-human	DNA	NA	NA			False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF525ETQ, ENCFF598OWM, ENCFF973ZCY	225076	ENCODE Processing Pipeline	7ceb1eb4f2ead35aceb6dac50379a772		https://www.encodeproject.org/files/ENCFF264LQE/@@download/ENCFF264LQE.bed.gz	hg19	NA			released	s3://encode-public/2017/07/07/6f5610a7-63ea-4211-b8e2-b1907b9b6fd5/ENCFF264LQE.bed.gz	NA	NA	NA	NA
ENCFF228XGU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR578CXC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF644-human/	NA	NA	NA	ZNF644-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF297DLQ, ENCFF416HWH, ENCFF731YUJ	412724	ENCODE Processing Pipeline	a6014680a640090d4bf344db48cff023		https://www.encodeproject.org/files/ENCFF228XGU/@@download/ENCFF228XGU.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/62be7794-9ea4-4529-9eb7-ed1a970d0784/ENCFF228XGU.bed.gz	NA	NA	NA	NA
ENCFF191YSA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR670YPQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/DMAP1-human/	NA	NA	NA	DMAP1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF071QIR, ENCFF125YTD, ENCFF602WNU	502322	ENCODE Processing Pipeline	62360bcd6dfde76ae5b4af7d326af486		https://www.encodeproject.org/files/ENCFF191YSA/@@download/ENCFF191YSA.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/f18276f5-12c0-4866-962e-78e997e2ca50/ENCFF191YSA.bed.gz	NA	NA	NA	NA
ENCFF964JXI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BHU	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RXRA-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF679VQP, ENCFF915JCV, ENCFF976ZDJ	425321	ENCODE Processing Pipeline	d540c903680e4b4ac7aea04e684324a5		https://www.encodeproject.org/files/ENCFF964JXI/@@download/ENCFF964JXI.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/a129c019-ef69-476b-acc5-9db2f19e3286/ENCFF964JXI.bed.gz	NA	NA	NA	NA
