File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Platform	Controlled.by	File.Status	Restricted	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF002CWC	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				JUN-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			192247	ENCODE Consortium Analysis Working Group	abdba0bac5cb6444fefa32850edddc63		https://www.encodeproject.org/files/ENCFF002CWC/@@download/ENCFF002CWC.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF474NLG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HCFC1-human	DNA		see document	see document		False	2012-08-20	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF317AIN, ENCFF386FIZ, ENCFF912AHN	236039	ENCODE Processing Pipeline	fe108db88c03657b64f8b0ec52bd7c3e		https://www.encodeproject.org/files/ENCFF474NLG/@@download/ENCFF474NLG.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF415YPX	bed narrowPeak	optimal idr thresholded peaks	ENCSR632TJQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ILF3-human	DNA					False	2018-02-14	ENCODE	NA	NA	NA	1, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF632YKL, ENCFF736TGQ, ENCFF967XPK	90857	ENCODE Processing Pipeline	aefb4c3c8bd38bb09052056dc9ef8edd		https://www.encodeproject.org/files/ENCFF415YPX/@@download/ENCFF415YPX.bed.gz	hg19			released	NA	borderline replicate concordance, antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking	NTR biosample, experiment not submitted to GEO		
ENCFF730RUF	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	IRF1-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF219ASD, ENCFF467GRI, ENCFF879FJY	28306	ENCODE Processing Pipeline	a6f5b7194e601a38cffb1e0c847da96c		https://www.encodeproject.org/files/ENCFF730RUF/@@download/ENCFF730RUF.bed.gz	hg19			released	NA	control low read depth, low read depth, borderline replicate concordance, low read length, mixed read lengths	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF530FZL	bed narrowPeak	optimal idr thresholded peaks	ENCSR189VXS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GTF2F1-human	DNA					False	2018-01-30	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF007QMQ, ENCFF601KTD, ENCFF846SYJ	329728	ENCODE Processing Pipeline	777dde87a6c7533afb8183cab4ad171f		https://www.encodeproject.org/files/ENCFF530FZL/@@download/ENCFF530FZL.bed.gz	hg19			released	NA		experiment not submitted to GEO	partially characterized antibody	
ENCFF471ZTZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR613NUC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ARNT-human	DNA					False	2016-12-19	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF505URD, ENCFF829KFC, ENCFF848FSH	309156	ENCODE Processing Pipeline	720a3ea4fe1bb47e81c212a2969a67f6		https://www.encodeproject.org/files/ENCFF471ZTZ/@@download/ENCFF471ZTZ.bed.gz	hg19			released	NA				
ENCFF975IRM	bed narrowPeak	optimal idr thresholded peaks	ENCSR670JDQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RB1-human	DNA					False	2017-03-16	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF197MJO, ENCFF634SVO, ENCFF801LNJ	469880	ENCODE Processing Pipeline	36677304d38b5f80815daf0f71286681		https://www.encodeproject.org/files/ENCFF975IRM/@@download/ENCFF975IRM.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking			
ENCFF561WNI	bed narrowPeak	optimal idr thresholded peaks	ENCSR197ALX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HDGF-human	DNA					False	2016-08-05	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF264KUV, ENCFF385LTD, ENCFF409HKO	176911	ENCODE Processing Pipeline	938fcbd1e3573ad84cdb46925b19eb89		https://www.encodeproject.org/files/ENCFF561WNI/@@download/ENCFF561WNI.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth			
ENCFF844HBQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR760UVO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KLF16-human	DNA					False	2016-09-12	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF077SAE, ENCFF373FDW, ENCFF939WYL	312304	ENCODE Processing Pipeline	b304df9dcf031ea1956760833ad45da5		https://www.encodeproject.org/files/ENCFF844HBQ/@@download/ENCFF844HBQ.bed.gz	hg19			released	NA	antibody characterized with exemption			
ENCFF659WGE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EWM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA1-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF281ONW, ENCFF830VFD, ENCFF942MUF	69686	ENCODE Processing Pipeline	1173386ed1cdefa8840fec380d4ffbde		https://www.encodeproject.org/files/ENCFF659WGE/@@download/ENCFF659WGE.bed.gz	hg19			released	NA	borderline replicate concordance	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF356ASJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR709DRM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-E2F5-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF118EXB, ENCFF321FDW, ENCFF360GCE	299967	ENCODE Processing Pipeline	85a7606ad879c0327dc0b15b3eec8947		https://www.encodeproject.org/files/ENCFF356ASJ/@@download/ENCFF356ASJ.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF388YOB	bed narrowPeak	optimal idr thresholded peaks	ENCSR462QZZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF395-human	DNA					False	2017-12-04	ENCODE	NA	NA	NA	1, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF671LDD, ENCFF801APL, ENCFF925XFR	471909	ENCODE Processing Pipeline	fda08e2b7c3812bda36632c9d20dec23		https://www.encodeproject.org/files/ENCFF388YOB/@@download/ENCFF388YOB.bed.gz	hg19			released	NA	control low read depth, missing genetic modification characterization	experiment not submitted to GEO		
ENCFF785HXY	bed narrowPeak	optimal idr thresholded peaks	ENCSR100UQX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TAF9B-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF238CDA, ENCFF656UAV, ENCFF697XWY	287268	ENCODE Processing Pipeline	dee290c401ff14a52a21cbe5f1a21352		https://www.encodeproject.org/files/ENCFF785HXY/@@download/ENCFF785HXY.bed.gz	hg19			released	NA	mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF173NRW	bed narrowPeak	optimal idr thresholded peaks	ENCSR729HVR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF644-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF587MUY, ENCFF768USG, ENCFF887PEG	196576	ENCODE Processing Pipeline	88b2198aa6b7cfb45030cc7203fa53c3		https://www.encodeproject.org/files/ENCFF173NRW/@@download/ENCFF173NRW.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF191MPD	bed narrowPeak	optimal idr thresholded peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF718AFD, ENCFF791GAM, ENCFF877VHC	209919	ENCODE Processing Pipeline	73ff664a4d223fafe5f230e633552942		https://www.encodeproject.org/files/ENCFF191MPD/@@download/ENCFF191MPD.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF493ABN	bed narrowPeak	optimal idr thresholded peaks	ENCSR998AJK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF113EKC, ENCFF288BMB, ENCFF406JKC	684973	ENCODE Processing Pipeline	d5fff8c03ee7b8067da264cb490f4327		https://www.encodeproject.org/files/ENCFF493ABN/@@download/ENCFF493ABN.bed.gz	hg19			released	NA	mild to moderate bottlenecking			
ENCFF350YXB	bed narrowPeak	optimal idr thresholded peaks	ENCSR914NEI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MTA3-human	DNA				formaldehyde	False	2017-06-07	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF326WKP, ENCFF883SHN, ENCFF976RBY	528070	ENCODE Processing Pipeline	3ea3ef0e96deacc4e08f7eb62dbcdac3		https://www.encodeproject.org/files/ENCFF350YXB/@@download/ENCFF350YXB.bed.gz	hg19			released	NA	mild to moderate bottlenecking			
ENCFF426DUB	bed narrowPeak	optimal idr thresholded peaks	ENCSR795IYP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				JUNB-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF127XOZ, ENCFF325KGM, ENCFF997SXB	95173	ENCODE Processing Pipeline	9f0888598e4c0a94620276153bf94d46		https://www.encodeproject.org/files/ENCFF426DUB/@@download/ENCFF426DUB.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, antibody characterized with exemption			
ENCFF042RAK	bed narrowPeak	optimal idr thresholded peaks	ENCSR642VZY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KDM4B-human	DNA					False	2016-04-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF274QRN, ENCFF321EBZ, ENCFF653KSG	143406	ENCODE Processing Pipeline	5999caca5c955d8fcf5642d2be510f69		https://www.encodeproject.org/files/ENCFF042RAK/@@download/ENCFF042RAK.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, antibody characterized with exemption			
ENCFF898FAQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR737UST	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF740-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF188UYW, ENCFF233FOV, ENCFF903FBL	124815	ENCODE Processing Pipeline	e289ccf3c9b78c0755899343b35f0f61		https://www.encodeproject.org/files/ENCFF898FAQ/@@download/ENCFF898FAQ.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF422BXE	bed narrowPeak	optimal idr thresholded peaks	ENCSR588AKU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RUNX1-human	DNA					False	2016-03-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF011EFB, ENCFF206UIN, ENCFF689EEG	67757	ENCODE Processing Pipeline	e97fc8a7872ed1a2adc9f51836bb71e1		https://www.encodeproject.org/files/ENCFF422BXE/@@download/ENCFF422BXE.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth			
ENCFF440JJW	bed narrowPeak	optimal idr thresholded peaks	ENCSR107GRP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MLLT1-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF743CIS, ENCFF768MUF, ENCFF948VWR	474010	ENCODE Processing Pipeline	8e35e0276097b2e8621be227dd056368		https://www.encodeproject.org/files/ENCFF440JJW/@@download/ENCFF440JJW.bed.gz	hg19			released	NA				
ENCFF815TTY	bed narrowPeak	optimal idr thresholded peaks	ENCSR149ZBI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF584-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF496DRF, ENCFF586UNH, ENCFF870WRO	231991	ENCODE Processing Pipeline	8eb29d69d43dda0167d9a6380166fde5		https://www.encodeproject.org/files/ENCFF815TTY/@@download/ENCFF815TTY.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, mild to moderate bottlenecking			
ENCFF120WOF	bed narrowPeak	optimal idr thresholded peaks	ENCSR845BCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF639-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF433SFB, ENCFF543QKR, ENCFF816KBT	407319	ENCODE Processing Pipeline	ad9c782b246e9bfbb2a00cdbb89a7885		https://www.encodeproject.org/files/ENCFF120WOF/@@download/ENCFF120WOF.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF706LIT	bed narrowPeak	optimal idr thresholded peaks	ENCSR107RHZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				YBX1-human	DNA					False	2016-07-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF609DTK, ENCFF669CKL, ENCFF749VLH	26921	ENCODE Processing Pipeline	1fde054e4ffdaa0d943623283ebc001a		https://www.encodeproject.org/files/ENCFF706LIT/@@download/ENCFF706LIT.bed.gz	hg19			released	NA	borderline replicate concordance, mild to moderate bottlenecking			
ENCFF494ZUY	bed narrowPeak	optimal idr thresholded peaks	ENCSR654CQU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SNIP1-human	DNA					False	2017-06-23	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF039BZL, ENCFF363FXM, ENCFF842STK	52646	ENCODE Processing Pipeline	d84d3f827e6208c9292af63c7bd62158		https://www.encodeproject.org/files/ENCFF494ZUY/@@download/ENCFF494ZUY.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking			
ENCFF249EZR	bed narrowPeak	optimal idr thresholded peaks	ENCSR863KUB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TCF7-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF086FEW, ENCFF127VYL, ENCFF588ZYR	107201	ENCODE Processing Pipeline	e6d734cd2dddbdb65175f4aac5d619c6		https://www.encodeproject.org/files/ENCFF249EZR/@@download/ENCFF249EZR.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, antibody characterized with exemption			
ENCFF948YVM	bed narrowPeak	optimal idr thresholded peaks	ENCSR594SMP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHF20-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF088HLB, ENCFF306BVA, ENCFF449TFM	290718	ENCODE Processing Pipeline	71944dd6288fae450b528c9a98c7ed04		https://www.encodeproject.org/files/ENCFF948YVM/@@download/ENCFF948YVM.bed.gz	hg19			released	NA		experiment not submitted to GEO	partially characterized antibody	
ENCFF002CXR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			372941	ENCODE Consortium Analysis Working Group	c05fd64032c0e77d1958bafa8ecad68b		https://www.encodeproject.org/files/ENCFF002CXR/@@download/ENCFF002CXR.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF009DUY	bed narrowPeak	optimal idr thresholded peaks	ENCSR382AIB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-DDX20-human	DNA					False	2016-02-16	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF316SRU, ENCFF523JZB, ENCFF667SBT	81569	ENCODE Processing Pipeline	5ec5b91ac03669cedec82fbe43737f45		https://www.encodeproject.org/files/ENCFF009DUY/@@download/ENCFF009DUY.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF150VTD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				USF2-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF129CHM, ENCFF505EIB, ENCFF935ZZG	66396	ENCODE Processing Pipeline	374d6db908c4b58361da86e304486f3d		https://www.encodeproject.org/files/ENCFF150VTD/@@download/ENCFF150VTD.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF517KRT	bed narrowPeak	optimal idr thresholded peaks	ENCSR138YYY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GABPB1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF451ZHQ, ENCFF527OVH, ENCFF566QTT	549424	ENCODE Processing Pipeline	1f83d9a4aa4dfe13ce2316b957eee10c		https://www.encodeproject.org/files/ENCFF517KRT/@@download/ENCFF517KRT.bed.gz	hg19			released	NA	mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF059ONJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR390VGH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MNT-human	DNA					False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF191KTX, ENCFF260JMM, ENCFF431KXB	698405	ENCODE Processing Pipeline	b90c66a28237946beae947f6c6d02cdd		https://www.encodeproject.org/files/ENCFF059ONJ/@@download/ENCFF059ONJ.bed.gz	hg19			released	NA	moderate library complexity, mild to moderate bottlenecking			
ENCFF248AOD	bed narrowPeak	optimal idr thresholded peaks	ENCSR194IJN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF766-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF040CEH, ENCFF205LAU, ENCFF908JEV	405344	ENCODE Processing Pipeline	2b29bf3d96987a1477ec6855a06b7040		https://www.encodeproject.org/files/ENCFF248AOD/@@download/ENCFF248AOD.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF242IWJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR189TRZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TCF12-human	DNA					False	2016-07-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF436EEZ, ENCFF627NVL, ENCFF777QKF	294099	ENCODE Processing Pipeline	a3a1e5f8f633db2836973205f624314e		https://www.encodeproject.org/files/ENCFF242IWJ/@@download/ENCFF242IWJ.bed.gz	hg19			released	NA	antibody characterized with exemption			
ENCFF002CVW	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				FOS-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			153814	ENCODE Consortium Analysis Working Group	6dcfdb373210f92a6f160dc9869db949		https://www.encodeproject.org/files/ENCFF002CVW/@@download/ENCFF002CVW.bed.gz	hg19			released	NA		biological replicates with identical biosample, duplicate lane review, missing derived_from	insufficient read length	
ENCFF676YJE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		30.0 minute	MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF199SKV, ENCFF357NBU, ENCFF859MQB	636144	ENCODE Processing Pipeline	ffdaabb82feb7296592767b1c23b26fa		https://www.encodeproject.org/files/ENCFF676YJE/@@download/ENCFF676YJE.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, low read length	biological replicates with identical biosample	control insufficient read depth	
ENCFF497XOD	bed narrowPeak	optimal idr thresholded peaks	ENCSR797SWM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF420EZA, ENCFF652VBD, ENCFF958FGE	543857	ENCODE Processing Pipeline	0ee41a02ba74c38f647572359038656e		https://www.encodeproject.org/files/ENCFF497XOD/@@download/ENCFF497XOD.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF452SVO	bed narrowPeak	optimal idr thresholded peaks	ENCSR068VRA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MCM7-human	DNA					False	2018-02-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF228DXI, ENCFF258OQI, ENCFF272DJX	54084	ENCODE Processing Pipeline	fca29f9dbc82e6d3e889b2552c4d53bd		https://www.encodeproject.org/files/ENCFF452SVO/@@download/ENCFF452SVO.bed.gz	hg19			released	NA	borderline replicate concordance	experiment not submitted to GEO		
ENCFF076MSV	bed narrowPeak	optimal idr thresholded peaks	ENCSR241LIH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				AFF1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF447WIA, ENCFF824QXV, ENCFF929HKG	189535	ENCODE Processing Pipeline	a8d2daa22d837ec2dba4082ef01d10e6		https://www.encodeproject.org/files/ENCFF076MSV/@@download/ENCFF076MSV.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF626KTJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AQH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHF8-human	DNA		see document	see document		False	2012-03-06	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF192RQZ, ENCFF430CBL, ENCFF739TWP	514874	ENCODE Processing Pipeline	cd4e59b9e70e529ce4a9b478d544124a		https://www.encodeproject.org/files/ENCFF626KTJ/@@download/ENCFF626KTJ.bed.gz	hg19			released	NA	moderate library complexity, low read length, mild to moderate bottlenecking, mixed run types, inconsistent platforms	missing raw data in replicate	insufficient replicate concordance	
ENCFF379MPS	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AQI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP5-human	DNA		see document	see document		False	2012-03-06	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF058DJL, ENCFF528ISK, ENCFF617FLM	443533	ENCODE Processing Pipeline	afdb5fc3b65ee21fff5b7c97fe28142f		https://www.encodeproject.org/files/ENCFF379MPS/@@download/ENCFF379MPS.bed.gz	hg19			released	NA	control low read depth, borderline replicate concordance, low read length, mild to moderate bottlenecking, inconsistent platforms	biological replicates with identical biosample, missing raw data in replicate	insufficient read depth, poor library complexity, severe bottlenecking	
